"INFORMATION TYPE","DATE","PERIOD","USEP ($/MWh)","LCP ($/MWh)","DEMAND (MW)","TCL (MW)"
"USEP","01 Sep 2020","1","68.69","0.00","5710.982","0.000"
"USEP","01 Sep 2020","2","66.15","0.00","5598.461","0.000"
"USEP","01 Sep 2020","3","65.57","0.00","5451.817","0.000"
"USEP","01 Sep 2020","4","59.55","0.00","5379.016","0.000"
"USEP","01 Sep 2020","5","59.36","0.00","5305.843","0.000"
"USEP","01 Sep 2020","6","57.46","0.00","5282.444","0.000"
"USEP","01 Sep 2020","7","60.50","0.00","5248.737","0.000"
"USEP","01 Sep 2020","8","59.42","0.00","5238.857","0.000"
"USEP","01 Sep 2020","9","59.24","0.00","5222.178","0.000"
"USEP","01 Sep 2020","10","59.33","0.00","5247.584","0.000"
"USEP","01 Sep 2020","11","64.86","0.00","5325.102","0.000"
"USEP","01 Sep 2020","12","65.51","0.00","5458.735","0.000"
"USEP","01 Sep 2020","13","65.65","0.00","5622.566","0.000"
"USEP","01 Sep 2020","14","67.54","0.00","5768.918","0.000"
"USEP","01 Sep 2020","15","65.67","0.00","5944.821","0.000"
"USEP","01 Sep 2020","16","70.76","0.00","6166.741","0.000"
"USEP","01 Sep 2020","17","72.30","0.00","6348.772","0.000"
"USEP","01 Sep 2020","18","77.32","0.00","6474.270","0.000"
"USEP","01 Sep 2020","19","77.32","0.00","6548.079","0.000"
"USEP","01 Sep 2020","20","96.55","0.00","6652.554","0.000"
"USEP","01 Sep 2020","21","109.81","0.00","6733.664","0.000"
"USEP","01 Sep 2020","22","111.76","0.00","6751.134","0.000"
"USEP","01 Sep 2020","23","103.45","0.00","6728.570","0.000"
"USEP","01 Sep 2020","24","96.58","0.00","6691.678","0.000"
"USEP","01 Sep 2020","25","95.79","0.00","6686.648","0.000"
"USEP","01 Sep 2020","26","94.56","0.00","6699.828","0.000"
"USEP","01 Sep 2020","27","98.41","0.00","6747.893","0.000"
"USEP","01 Sep 2020","28","166.14","0.00","6788.990","0.000"
"USEP","01 Sep 2020","29","218.06","0.00","6821.887","0.000"
"USEP","01 Sep 2020","30","255.95","0.00","6783.737","0.000"
"USEP","01 Sep 2020","31","254.98","0.00","6770.641","0.000"
"USEP","01 Sep 2020","32","252.67","0.00","6759.493","0.000"
"USEP","01 Sep 2020","33","237.79","0.00","6704.291","0.000"
"USEP","01 Sep 2020","34","237.79","0.00","6704.108","0.000"
"USEP","01 Sep 2020","35","182.59","0.00","6663.363","0.000"
"USEP","01 Sep 2020","36","245.11","0.00","6596.716","0.000"
"USEP","01 Sep 2020","37","182.63","0.00","6549.690","0.000"
"USEP","01 Sep 2020","38","182.62","0.00","6545.142","0.000"
"USEP","01 Sep 2020","39","92.09","0.00","6503.961","0.000"
"USEP","01 Sep 2020","40","92.11","0.00","6503.036","0.000"
"USEP","01 Sep 2020","41","93.72","0.00","6495.581","0.000"
"USEP","01 Sep 2020","42","83.31","0.00","6455.140","0.000"
"USEP","01 Sep 2020","43","72.25","0.00","6369.636","0.000"
"USEP","01 Sep 2020","44","69.57","0.00","6257.180","0.000"
"USEP","01 Sep 2020","45","63.68","0.00","6099.095","0.000"
"USEP","01 Sep 2020","46","62.66","0.00","5959.999","0.000"
"USEP","01 Sep 2020","47","61.98","0.00","5826.296","0.000"
"USEP","01 Sep 2020","48","60.20","0.00","5699.467","0.000"
"USEP","02 Sep 2020","1","63.22","0.00","5573.706","0.000"
"USEP","02 Sep 2020","2","61.65","0.00","5476.070","0.000"
"USEP","02 Sep 2020","3","60.51","0.00","5397.609","0.000"
"USEP","02 Sep 2020","4","60.03","0.00","5346.249","0.000"
"USEP","02 Sep 2020","5","60.03","0.00","5304.705","0.000"
"USEP","02 Sep 2020","6","55.47","0.00","5253.588","0.000"
"USEP","02 Sep 2020","7","55.47","0.00","5231.169","0.000"
"USEP","02 Sep 2020","8","51.33","0.00","5216.895","0.000"
"USEP","02 Sep 2020","9","51.03","0.00","5210.965","0.000"
"USEP","02 Sep 2020","10","55.46","0.00","5243.902","0.000"
"USEP","02 Sep 2020","11","59.90","0.00","5322.070","0.000"
"USEP","02 Sep 2020","12","59.90","0.00","5463.417","0.000"
"USEP","02 Sep 2020","13","63.38","0.00","5616.662","0.000"
"USEP","02 Sep 2020","14","63.38","0.00","5758.550","0.000"
"USEP","02 Sep 2020","15","63.32","0.00","5901.512","0.000"
"USEP","02 Sep 2020","16","63.07","0.00","6108.036","0.000"
"USEP","02 Sep 2020","17","62.74","0.00","6301.200","0.000"
"USEP","02 Sep 2020","18","67.49","0.00","6443.625","0.000"
"USEP","02 Sep 2020","19","71.86","0.00","6568.705","0.000"
"USEP","02 Sep 2020","20","72.54","0.00","6646.953","0.000"
"USEP","02 Sep 2020","21","72.56","0.00","6691.250","0.000"
"USEP","02 Sep 2020","22","71.96","0.00","6678.244","0.000"
"USEP","02 Sep 2020","23","70.05","0.00","6689.352","0.000"
"USEP","02 Sep 2020","24","69.60","0.00","6675.282","0.000"
"USEP","02 Sep 2020","25","69.13","0.00","6633.146","0.000"
"USEP","02 Sep 2020","26","67.57","0.00","6645.198","0.000"
"USEP","02 Sep 2020","27","71.64","0.00","6757.396","0.000"
"USEP","02 Sep 2020","28","72.59","0.00","6810.630","0.000"
"USEP","02 Sep 2020","29","71.94","0.00","6793.249","0.000"
"USEP","02 Sep 2020","30","70.84","0.00","6758.499","0.000"
"USEP","02 Sep 2020","31","72.28","0.00","6750.582","0.000"
"USEP","02 Sep 2020","32","72.28","0.00","6749.240","0.000"
"USEP","02 Sep 2020","33","71.95","0.00","6679.645","0.000"
"USEP","02 Sep 2020","34","70.80","0.00","6624.453","0.000"
"USEP","02 Sep 2020","35","71.87","0.00","6586.130","0.000"
"USEP","02 Sep 2020","36","72.23","0.00","6532.941","0.000"
"USEP","02 Sep 2020","37","71.92","0.00","6465.036","0.000"
"USEP","02 Sep 2020","38","71.85","0.00","6465.413","0.000"
"USEP","02 Sep 2020","39","72.22","0.00","6481.616","0.000"
"USEP","02 Sep 2020","40","72.17","0.00","6477.312","0.000"
"USEP","02 Sep 2020","41","72.74","0.00","6440.886","0.000"
"USEP","02 Sep 2020","42","72.26","0.00","6397.737","0.000"
"USEP","02 Sep 2020","43","71.55","0.00","6330.627","0.000"
"USEP","02 Sep 2020","44","65.02","0.00","6227.410","0.000"
"USEP","02 Sep 2020","45","63.14","0.00","6099.974","0.000"
"USEP","02 Sep 2020","46","63.13","0.00","5984.417","0.000"
"USEP","02 Sep 2020","47","61.59","0.00","5851.116","0.000"
"USEP","02 Sep 2020","48","60.07","0.00","5764.723","0.000"
"USEP","03 Sep 2020","1","64.16","0.00","5678.667","0.000"
"USEP","03 Sep 2020","2","62.59","0.00","5558.612","0.000"
"USEP","03 Sep 2020","3","60.96","0.00","5413.796","0.000"
"USEP","03 Sep 2020","4","60.25","0.00","5344.902","0.000"
"USEP","03 Sep 2020","5","59.92","0.00","5313.805","0.000"
"USEP","03 Sep 2020","6","53.85","0.00","5265.740","0.000"
"USEP","03 Sep 2020","7","52.82","0.00","5234.971","0.000"
"USEP","03 Sep 2020","8","52.64","0.00","5220.518","0.000"
"USEP","03 Sep 2020","9","52.58","0.00","5218.033","0.000"
"USEP","03 Sep 2020","10","52.77","0.00","5233.450","0.000"
"USEP","03 Sep 2020","11","53.84","0.00","5286.500","0.000"
"USEP","03 Sep 2020","12","60.21","0.00","5406.232","0.000"
"USEP","03 Sep 2020","13","60.96","0.00","5536.416","0.000"
"USEP","03 Sep 2020","14","61.90","0.00","5692.191","0.000"
"USEP","03 Sep 2020","15","61.91","0.00","5893.197","0.000"
"USEP","03 Sep 2020","16","65.07","0.00","6150.996","0.000"
"USEP","03 Sep 2020","17","63.65","0.00","6349.617","0.000"
"USEP","03 Sep 2020","18","69.40","0.00","6443.501","0.000"
"USEP","03 Sep 2020","19","71.87","0.00","6529.551","0.000"
"USEP","03 Sep 2020","20","72.19","0.00","6574.982","0.000"
"USEP","03 Sep 2020","21","69.54","0.00","6636.103","0.000"
"USEP","03 Sep 2020","22","68.60","0.00","6665.163","0.000"
"USEP","03 Sep 2020","23","69.04","0.00","6684.282","0.000"
"USEP","03 Sep 2020","24","68.60","0.00","6659.934","0.000"
"USEP","03 Sep 2020","25","65.59","0.00","6618.728","0.000"
"USEP","03 Sep 2020","26","65.47","0.00","6600.080","0.000"
"USEP","03 Sep 2020","27","67.78","0.00","6628.534","0.000"
"USEP","03 Sep 2020","28","68.93","0.00","6672.285","0.000"
"USEP","03 Sep 2020","29","69.48","0.00","6682.443","0.000"
"USEP","03 Sep 2020","30","68.80","0.00","6670.983","0.000"
"USEP","03 Sep 2020","31","65.98","0.00","6615.214","0.000"
"USEP","03 Sep 2020","32","66.07","0.00","6601.651","0.000"
"USEP","03 Sep 2020","33","66.07","0.00","6579.241","0.000"
"USEP","03 Sep 2020","34","71.80","0.00","6550.361","0.000"
"USEP","03 Sep 2020","35","71.87","0.00","6505.486","0.000"
"USEP","03 Sep 2020","36","69.51","0.00","6432.204","0.000"
"USEP","03 Sep 2020","37","69.38","0.00","6375.024","0.000"
"USEP","03 Sep 2020","38","69.52","0.00","6377.072","0.000"
"USEP","03 Sep 2020","39","71.86","0.00","6395.480","0.000"
"USEP","03 Sep 2020","40","72.68","0.00","6388.274","0.000"
"USEP","03 Sep 2020","41","73.47","0.00","6384.218","0.000"
"USEP","03 Sep 2020","42","75.86","0.00","6335.488","0.000"
"USEP","03 Sep 2020","43","73.86","0.00","6272.841","0.000"
"USEP","03 Sep 2020","44","71.90","0.00","6151.851","0.000"
"USEP","03 Sep 2020","45","66.14","0.00","6010.122","0.000"
"USEP","03 Sep 2020","46","63.69","0.00","5895.941","0.000"
"USEP","03 Sep 2020","47","62.80","0.00","5776.929","0.000"
"USEP","03 Sep 2020","48","60.25","0.00","5656.953","0.000"
"USEP","04 Sep 2020","1","64.38","0.00","5516.849","0.000"
"USEP","04 Sep 2020","2","63.45","0.00","5430.933","0.000"
"USEP","04 Sep 2020","3","60.54","0.00","5331.269","0.000"
"USEP","04 Sep 2020","4","59.92","0.00","5268.140","0.000"
"USEP","04 Sep 2020","5","59.81","0.00","5195.076","0.000"
"USEP","04 Sep 2020","6","59.79","0.00","5171.688","0.000"
"USEP","04 Sep 2020","7","55.44","0.00","5126.113","0.000"
"USEP","04 Sep 2020","8","51.51","0.00","5109.935","0.000"
"USEP","04 Sep 2020","9","51.60","0.00","5109.587","0.000"
"USEP","04 Sep 2020","10","54.36","0.00","5130.968","0.000"
"USEP","04 Sep 2020","11","59.79","0.00","5202.183","0.000"
"USEP","04 Sep 2020","12","59.89","0.00","5340.931","0.000"
"USEP","04 Sep 2020","13","61.73","0.00","5501.293","0.000"
"USEP","04 Sep 2020","14","62.82","0.00","5638.972","0.000"
"USEP","04 Sep 2020","15","61.78","0.00","5785.423","0.000"
"USEP","04 Sep 2020","16","65.67","0.00","6024.356","0.000"
"USEP","04 Sep 2020","17","70.16","0.00","6248.140","0.000"
"USEP","04 Sep 2020","18","72.48","0.00","6390.317","0.000"
"USEP","04 Sep 2020","19","72.66","0.00","6443.565","0.000"
"USEP","04 Sep 2020","20","72.98","0.00","6492.122","0.000"
"USEP","04 Sep 2020","21","72.67","0.00","6553.790","0.000"
"USEP","04 Sep 2020","22","72.69","0.00","6584.435","0.000"
"USEP","04 Sep 2020","23","72.64","0.00","6582.024","0.000"
"USEP","04 Sep 2020","24","72.67","0.00","6566.280","0.000"
"USEP","04 Sep 2020","25","72.20","0.00","6543.109","0.000"
"USEP","04 Sep 2020","26","71.88","0.00","6526.922","0.000"
"USEP","04 Sep 2020","27","72.71","0.00","6585.752","0.000"
"USEP","04 Sep 2020","28","72.88","0.00","6608.003","0.000"
"USEP","04 Sep 2020","29","72.88","0.00","6620.915","0.000"
