"INFORMATION TYPE","DATE","PERIOD","USEP ($/MWh)","LCP ($/MWh)","DEMAND (MW)","TCL (MW)"
"USEP","01 Feb 2020","1","82.27","0.00","5550.516","0.000"
"USEP","01 Feb 2020","2","87.78","0.00","5455.166","0.000"
"USEP","01 Feb 2020","3","85.26","0.00","5332.064","0.000"
"USEP","01 Feb 2020","4","82.15","0.00","5254.493","0.000"
"USEP","01 Feb 2020","5","78.45","0.00","5194.187","0.000"
"USEP","01 Feb 2020","6","77.65","0.00","5140.615","0.000"
"USEP","01 Feb 2020","7","77.64","0.00","5097.833","0.000"
"USEP","01 Feb 2020","8","77.64","0.00","5069.564","0.000"
"USEP","01 Feb 2020","9","77.56","0.00","5057.994","0.000"
"USEP","01 Feb 2020","10","77.62","0.00","5069.529","0.000"
"USEP","01 Feb 2020","11","77.63","0.00","5102.401","0.000"
"USEP","01 Feb 2020","12","77.65","0.00","5165.410","0.000"
"USEP","01 Feb 2020","13","77.61","0.00","5247.957","0.000"
"USEP","01 Feb 2020","14","77.68","0.00","5328.576","0.000"
"USEP","01 Feb 2020","15","77.68","0.00","5414.895","0.000"
"USEP","01 Feb 2020","16","82.77","0.00","5580.241","0.000"
"USEP","01 Feb 2020","17","85.53","0.00","5788.614","0.000"
"USEP","01 Feb 2020","18","90.49","0.00","5947.793","0.000"
"USEP","01 Feb 2020","19","95.54","0.00","6066.760","0.000"
"USEP","01 Feb 2020","20","96.63","0.00","6154.008","0.000"
"USEP","01 Feb 2020","21","197.55","0.00","6210.447","0.000"
"USEP","01 Feb 2020","22","114.66","0.00","6238.612","0.000"
"USEP","01 Feb 2020","23","110.18","0.00","6227.196","0.000"
"USEP","01 Feb 2020","24","91.56","0.00","6178.594","0.000"
"USEP","01 Feb 2020","25","83.59","0.00","6122.672","0.000"
"USEP","01 Feb 2020","26","83.58","0.00","6089.984","0.000"
"USEP","01 Feb 2020","27","80.14","0.00","6064.930","0.000"
"USEP","01 Feb 2020","28","80.02","0.00","6055.726","0.000"
"USEP","01 Feb 2020","29","80.01","0.00","6047.565","0.000"
"USEP","01 Feb 2020","30","94.31","0.00","6029.549","0.000"
"USEP","01 Feb 2020","31","91.14","0.00","6017.979","0.000"
"USEP","01 Feb 2020","32","79.55","0.00","6015.380","0.000"
"USEP","01 Feb 2020","33","78.33","0.00","5990.783","0.000"
"USEP","01 Feb 2020","34","77.74","0.00","5963.473","0.000"
"USEP","01 Feb 2020","35","77.75","0.00","5946.754","0.000"
"USEP","01 Feb 2020","36","77.74","0.00","5933.389","0.000"
"USEP","01 Feb 2020","37","77.74","0.00","5953.279","0.000"
"USEP","01 Feb 2020","38","79.65","0.00","6029.166","0.000"
"USEP","01 Feb 2020","39","82.88","0.00","6079.259","0.000"
"USEP","01 Feb 2020","40","83.64","0.00","6090.760","0.000"
"USEP","01 Feb 2020","41","85.63","0.00","6103.811","0.000"
"USEP","01 Feb 2020","42","85.64","0.00","6107.404","0.000"
"USEP","01 Feb 2020","43","83.70","0.00","6057.396","0.000"
"USEP","01 Feb 2020","44","79.56","0.00","5984.049","0.000"
"USEP","01 Feb 2020","45","77.25","0.00","5883.759","0.000"
