Asset_Number,Asset_Class,Location_1,Location_2,Asset_Type
0,CO2_Budget,0,0,1440
1,RE_PV_Rooftop_Lim,0,0,0
2,RE_PV_Openfield_Lim,0,0,0
3,RE_WIND_Onshore_Lim,0,0,0
4,RE_WIND_Offshore_Lim,0,0,0
5,PP_CO2,0,0,0
6,BESS,0,0,0
7,EL_to_HTH,0,0,0
8,EL_to_NH3,0,0,0
9,NH3_Storage,0,0,0
10,NH3_to_EL,0,0,0
11,NH3_to_HTH,0,0,0
12,FF_to_HTH,0,0,0
13,EL_Demand,0,0,0
14,HTH_Demand,0,0,0
15,RE_PV_Rooftop_Lim,4,4,4
16,RE_PV_Openfield_Lim,4,4,4
17,RE_WIND_Onshore_Lim,4,4,4
18,RE_WIND_Offshore_Lim,4,4,4
19,PP_CO2,4,4,4
20,BESS,4,4,4
21,EL_to_HTH,4,4,4
22,EL_to_NH3,4,4,4
23,NH3_Storage,4,4,4
24,NH3_to_EL,4,4,4
25,NH3_to_HTH,4,4,4
26,FF_to_HTH,4,4,4
27,EL_Demand,4,4,4
28,HTH_Demand,4,4,4
29,RE_PV_Rooftop_Lim,1,1,1
30,RE_PV_Openfield_Lim,1,1,1
31,RE_WIND_Onshore_Lim,1,1,1
32,RE_WIND_Offshore_Lim,1,1,1
33,PP_CO2,1,1,1
34,BESS,1,1,1
35,EL_to_HTH,1,1,1
36,EL_to_NH3,1,1,1
37,NH3_Storage,1,1,1
38,NH3_to_EL,1,1,1
39,NH3_to_HTH,1,1,1
40,FF_to_HTH,1,1,1
41,EL_Demand,1,1,1
42,HTH_Demand,1,1,1
43,NH3_Transport,0,4,0
44,EL_Transport,0,4,0
45,NH3_Transport,0,1,0
46,EL_Transport,0,1,0
47,NH3_Transport,4,1,0
48,EL_Transport,4,1,0
