Asset_Number,Asset_Class,Location_1,Location_2,Asset_Type
0,CO2_Budget,1,1,258
1,RE_PV_Rooftop_Lim,1,1,1
2,RE_PV_Openfield_Lim,1,1,1
3,RE_WIND_Onshore_Lim,1,1,1
4,RE_WIND_Offshore_Lim,1,1,1
5,PP_CO2,1,1,1
6,BESS,1,1,0
7,EL_to_HTH,1,1,1
8,EL_to_NH3,1,1,0
9,NH3_Storage,1,1,0
10,NH3_to_EL,1,1,0
11,NH3_to_HTH,1,1,0
12,EL_Demand,1,1,1
13,HTH_Demand,1,1,1
14,RE_PV_Rooftop_Lim,6,6,6
15,RE_PV_Openfield_Lim,6,6,6
16,RE_WIND_Onshore_Lim,6,6,6
17,RE_WIND_Offshore_Lim,6,6,6
18,PP_CO2,6,6,6
19,BESS,6,6,0
20,EL_to_HTH,6,6,6
21,EL_to_NH3,6,6,0
22,NH3_Storage,6,6,0
23,NH3_to_EL,6,6,0
24,NH3_to_HTH,6,6,0
25,EL_Demand,6,6,6
26,HTH_Demand,6,6,6
27,NH3_Transport,1,6,0
28,EL_Transport,1,6,0
