Asset_Number,Asset_Class,Location_1,Location_2,Asset_Type
0,CO2_Budget,0,0,1473
1,RE_PV_Rooftop_Lim,0,0,0
2,RE_PV_Openfield_Lim,0,0,0
3,RE_WIND_Onshore_Lim,0,0,0
4,RE_WIND_Offshore_Lim,0,0,0
5,PP_CO2,0,0,0
6,BESS,0,0,0
7,EL_to_HTH,0,0,0
8,EL_to_NH3,0,0,0
9,NH3_Storage,0,0,0
10,NH3_to_EL,0,0,0
11,NH3_to_HTH,0,0,0
12,FF_to_HTH,0,0,0
13,EL_Demand,0,0,0
14,HTH_Demand,0,0,0
15,RE_PV_Rooftop_Lim,4,4,4
16,RE_PV_Openfield_Lim,4,4,4
17,RE_WIND_Onshore_Lim,4,4,4
18,RE_WIND_Offshore_Lim,4,4,4
19,PP_CO2,4,4,4
20,BESS,4,4,4
21,EL_to_HTH,4,4,4
22,EL_to_NH3,4,4,4
23,NH3_Storage,4,4,4
24,NH3_to_EL,4,4,4
25,NH3_to_HTH,4,4,4
26,FF_to_HTH,4,4,4
27,EL_Demand,4,4,4
28,HTH_Demand,4,4,4
29,RE_PV_Rooftop_Lim,8,8,8
30,RE_PV_Openfield_Lim,8,8,8
31,RE_WIND_Onshore_Lim,8,8,8
32,RE_WIND_Offshore_Lim,8,8,8
33,PP_CO2,8,8,8
34,BESS,8,8,8
35,EL_to_HTH,8,8,8
36,EL_to_NH3,8,8,8
37,NH3_Storage,8,8,8
38,NH3_to_EL,8,8,8
39,NH3_to_HTH,8,8,8
40,FF_to_HTH,8,8,8
41,EL_Demand,8,8,8
42,HTH_Demand,8,8,8
43,RE_PV_Rooftop_Lim,1,1,1
44,RE_PV_Openfield_Lim,1,1,1
45,RE_WIND_Onshore_Lim,1,1,1
46,RE_WIND_Offshore_Lim,1,1,1
47,PP_CO2,1,1,1
48,BESS,1,1,1
49,EL_to_HTH,1,1,1
50,EL_to_NH3,1,1,1
51,NH3_Storage,1,1,1
52,NH3_to_EL,1,1,1
53,NH3_to_HTH,1,1,1
54,FF_to_HTH,1,1,1
55,EL_Demand,1,1,1
56,HTH_Demand,1,1,1
57,NH3_Transport,0,4,0
58,EL_Transport,0,4,0
59,NH3_Transport,0,8,0
60,EL_Transport,0,8,0
61,NH3_Transport,0,1,0
62,EL_Transport,0,1,0
63,NH3_Transport,4,8,0
64,EL_Transport,4,7,0
65,NH3_Transport,4,1,0
66,EL_Transport,4,1,0
67,NH3_Transport,8,1,0
68,EL_Transport,8,1,0
