Asset_Number,Asset_Class,Location_1,Location_2,Asset_Type
0,CO2_Budget,1,1,1569
1,RE_PV_Rooftop_Lim,1,1,1
2,RE_PV_Openfield_Lim,1,1,1
3,RE_WIND_Onshore_Lim,1,1,1
4,RE_WIND_Offshore_Lim,1,1,1
5,PP_CO2,1,1,1
6,BESS,1,1,1
7,EL_to_HTH,1,1,1
8,EL_to_NH3,1,1,1
9,NH3_Storage,1,1,1
10,NH3_to_EL,1,1,1
11,NH3_to_HTH,1,1,1
12,FF_to_HTH,1,1,1
13,EL_Demand,1,1,1
14,HTH_Demand,1,1,1
15,RE_PV_Rooftop_Lim,9,9,9
16,RE_PV_Openfield_Lim,9,9,9
17,RE_WIND_Onshore_Lim,9,9,9
18,RE_WIND_Offshore_Lim,9,9,9
19,PP_CO2,9,9,9
20,BESS,9,9,9
21,EL_to_HTH,9,9,9
22,EL_to_NH3,9,9,9
23,NH3_Storage,9,9,9
24,NH3_to_EL,9,9,9
25,NH3_to_HTH,9,9,9
26,FF_to_HTH,9,9,9
27,EL_Demand,9,9,9
28,HTH_Demand,9,9,9
29,RE_PV_Rooftop_Lim,4,4,4
30,RE_PV_Openfield_Lim,4,4,4
31,RE_WIND_Onshore_Lim,4,4,4
32,RE_WIND_Offshore_Lim,4,4,4
33,PP_CO2,4,4,4
34,BESS,4,4,4
35,EL_to_HTH,4,4,4
36,EL_to_NH3,4,4,4
37,NH3_Storage,4,4,4
38,NH3_to_EL,4,4,4
39,NH3_to_HTH,4,4,4
40,FF_to_HTH,4,4,4
41,EL_Demand,4,4,4
42,HTH_Demand,4,4,4
43,RE_PV_Rooftop_Lim,3,3,3
44,RE_PV_Openfield_Lim,3,3,3
45,RE_WIND_Onshore_Lim,3,3,3
46,RE_WIND_Offshore_Lim,3,3,3
47,PP_CO2,3,3,3
48,BESS,3,3,3
49,EL_to_HTH,3,3,3
50,EL_to_NH3,3,3,3
51,NH3_Storage,3,3,3
52,NH3_to_EL,3,3,3
53,NH3_to_HTH,3,3,3
54,FF_to_HTH,3,3,3
55,EL_Demand,3,3,3
56,HTH_Demand,3,3,3
57,NH3_Transport,1,9,0
58,EL_Transport,1,9,0
59,NH3_Transport,1,4,0
60,EL_Transport,1,4,0
61,NH3_Transport,1,3,0
62,EL_Transport,1,3,0
63,NH3_Transport,9,4,0
64,EL_Transport,9,4,0
65,NH3_Transport,9,3,0
66,EL_Transport,9,3,0
67,NH3_Transport,4,3,0
68,EL_Transport,4,3,0
