Asset_Number,Asset_Class,Location_1,Location_2,Asset_Type
0,CO2_Budget,4,4,1508
1,RE_PV_Rooftop_Lim,4,4,4
2,RE_PV_Openfield_Lim,4,4,4
3,RE_WIND_Onshore_Lim,4,4,4
4,RE_WIND_Offshore_Lim,4,4,4
5,PP_CO2,4,4,4
6,BESS,4,4,4
7,EL_to_HTH,4,4,4
8,EL_to_NH3,4,4,4
9,NH3_Storage,4,4,4
10,NH3_to_EL,4,4,4
11,NH3_to_HTH,4,4,4
12,FF_to_HTH,4,4,4
13,EL_Demand,4,4,4
14,HTH_Demand,4,4,4
15,RE_PV_Rooftop_Lim,3,3,3
16,RE_PV_Openfield_Lim,3,3,3
17,RE_WIND_Onshore_Lim,3,3,3
18,RE_WIND_Offshore_Lim,3,3,3
19,PP_CO2,3,3,3
20,BESS,3,3,3
21,EL_to_HTH,3,3,3
22,EL_to_NH3,3,3,3
23,NH3_Storage,3,3,3
24,NH3_to_EL,3,3,3
25,NH3_to_HTH,3,3,3
26,FF_to_HTH,3,3,3
27,EL_Demand,3,3,3
28,HTH_Demand,3,3,3
29,NH3_Transport,4,3,0
30,EL_Transport,4,3,0
